Mesomycoplasma hyorhinis
Blautia sp.
Borreliella bavariensis
Lentibacillus sp.
Klebsiella michiganensis
MAG: Blautia
Anoxybacillus sp.
Yersinia mollaretii
Bifidobacterium scardovii
Bifidobacterium pseudolongum
Bacillus haynesii
Staphylococcus chromogenes
Enterococcus avium
Rhizobium laguerreae
Corynebacterium flavescens
Halobacillus halophilus
Phaeobacter gallaeciensis
Lysobacter sp.
Vagococcus fluvialis
Cellulomonas uda
Bartonella alsatica
Bradyrhizobium canariense
Pseudoglutamicibacter cumminsii
Vibrio splendidus
Providencia stuartii
Alteromonas antoniana
Bifidobacterium sp.
Gilliamella apis
Aeromonas sobria
Georgenia soli
Eggerthella lenta
Nocardioides sp.
Streptococcus mitis
MAG: Marinobacter
Enterocloster lavalensis
Aeribacillus pallidus
Leucobacter sp.
Xylella fastidiosa
Enterococcus casseliflavus
Pseudomonas saxonica
Mycolicibacterium farcinogenes
Vibrio gelatinilyticus
Helicobacter sp.
Ohessyouella blattaphilus
Flavobacterium tyrosinilyticum
Enterococcus hirae
Uncultured Alistipes
Hymenobacter nitidus
Francisella philomiragia
Paeniclostridium sordellii
Escherichia fergusonii
Vibrio cyclitrophicus
Nocardiopsis sp.
Porphyromonas gingivalis
Psychrobacter sp.
MAG: Rothia
Bacillus anthracis
Rhodoblastus acidophilus
Prevotella buccae
Glaciimonas sp.
Hydrogenobacter thermophilus
Klebsiella pasteurii
Catenibacterium mitsuokai
Pseudonocardia abyssalis
[Kitasatospora] papulosa
Chryseobacterium indologenes
Paenibacillus polymyxa
Pseudomonas congelans
Streptomyces katrae
Parerythrobacter lutipelagi
MAG: Fusobacterium
Nocardioides nematodiphilus
Caballeronia pedi
Streptomyces ureilyticus
Marinobacter salsuginis
Cystobacter fuscus
Flavobacterium sp.
Staphylococcus sp.
Arthrobacter sp.
Planktotalea arctica
Chlamydia pecorum
Stutzerimonas sp.
Xylella taiwanensis
Mycolicibacterium phlei
Vibrio campbellii
Propionibacterium freudenreichii
Peribacillus sp.
Burkholderia oklahomensis
Demequina iriomotensis
Pedobacter africanus
Lysinibacillus sp.
Proteus sp.
Weissella cibaria
MAG: Microcystis
Oenococcus oeni
Psychrobacter jeotgali
Shewanella aegiceratis
Cytobacillus firmus
Blautia wexlerae
Geobacillus thermodenitrificans
Siccibacter turicensis
Paenibacillus larvae
Micromonospora carbonacea
Obesumbacterium proteus
Paenibacillus chitinolyticus
Eubacterium sp.
Leuconostoc citreum
Vibrio breoganii
Azoarcus sp.
Pseudomonas ogarae
Staphylococcus arlettae
Floricoccus penangensis
Pseudomonas brassicacearum
Rickettsia slovaca
Pseudomonas oryzihabitans
Shigella dysenteriae
Desulfovibrio piger
Nocardia grenadensis
MAG: Veillonella
Campylobacter concisus
Dietzia maris
Xanthomonas albilineans
Chryseobacterium carnipullorum
Aeromonas hydrophila
Comamonas aquatica
Pedobacter nototheniae
Micromonospora sp.
Xanthomonas fragariae
Aeromonas sp.
Paracoccus nototheniae
Staphylococcus simiae
Phascolarctobacterium faecium
Rahnella perminowiae
Streptococcus uberis
Staphylococcus schleiferi
Listeria booriae
Mycoplasmopsis citelli
Longicatena caecimuris
Kitasatospora sp.
MAG: Phocaeicola
Ligilactobacillus agilis
Sphingomonas koreensis
Aeromonas caviae
Pseudomonas juntendi
Dysgonomonas sp.
Shewanella baltica
Helicobacter canis
Lacticaseibacillus rhamnosus
Lapidilactobacillus wuchangensis
Nonomuraea cavernae
Corynebacterium jeikeium
Edwardsiella piscicida
MAG: Megamonas
Halolactibacillus alkaliphilus
Salegentibacter agarivorans
Acinetobacter ursingii
Eubacterium callanderi
Pseudomonas koreensis
Serinicoccus marinus
Burkholderia pseudomultivorans
Enterococcus durans
Staphylococcus succinus
Staphylococcus simulans
Mycoplasma mycoides
Kocuria sp.
Pseudomonas moorei
Staphylococcus haemolyticus
Bacteroides zoogleoformans
Bacteroides caccae
Citrobacter braakii
Legionella busanensis
Clostridium beijerinckii
Arenibacter palladensis
Dietzia cinnamea
Dickeya dianthicola
MAG: Burkholderia
Rhodovulum visakhapatnamense
Flavobacterium limicola
Sphingomonas psychrotolerans
Caldibacillus sp.
Sinorhizobium medicae
[Ruminococcus] lactaris
Staphylococcus hominis
Microbacterium testaceum
Pseudomonas cichorii
Butyricimonas virosa
Xanthomonas campestris
Streptococcus cristatus
Pseudonocardia sp.
Eubacterium pyruvativorans
Planomonospora parontospora
